Age,Annual_Income,Credit_Score,Loan_Amount,Employment_Years,Debt_To_Income_Ratio,Dependents,Approved
19,29,535,25,35,0.882724144,0,0
34,135,599,94,18,0.883185579,2,0
58,111,580,77,39,0.103767966,5,0
49,81,476,30,33,0.611163363,0,1
36,128,522,24,7,0.592811796,0,0
36,85,482,62,8,0.983675006,2,0
52,35,419,44,19,0.46603412,3,0
50,105,594,66,20,0.458914473,5,0
69,44,616,50,15,0.430559464,3,0
51,72,763,38,12,0.35611823,4,1
64,48,420,69,18,0.524798014,5,0
34,134,763,49,21,0.546922331,0,0
42,174,398,86,20,0.912438813,5,0
27,104,302,12,34,0.181244772,2,0
33,72,749,14,39,0.645267947,0,0
21,113,597,90,35,0.266223194,0,0
32,130,531,74,29,0.168630765,4,0
25,38,758,14,25,0.072112431,5,0
69,38,801,16,24,0.622607722,2,0
24,106,441,50,22,0.215515398,3,0
67,49,778,100,12,0.763585213,3,0
49,139,331,55,19,0.079757042,1,0
39,165,833,90,13,0.819499583,4,0
39,187,475,22,1,0.749746359,4,0
40,103,607,53,39,0.062325502,4,1
22,106,656,70,22,0.381190803,1,1
53,30,635,13,36,0.373610945,3,0
50,165,554,37,7,0.606888682,4,0
34,79,565,93,5,0.683770012,5,0
67,180,357,58,17,0.242779782,2,0
23,122,571,89,19,0.179514702,1,0
36,110,316,47,25,0.443520184,2,0
36,22,420,91,38,0.480584318,0,0
47,30,367,68,11,0.857438558,4,0
50,112,777,77,8,0.590135757,2,0
43,165,407,54,29,0.797706573,0,0
42,125,323,95,32,0.358925048,2,0
33,193,704,54,9,0.76960639,0,0
68,128,356,32,11,0.052838375,0,0
18,115,793,83,12,0.817531105,1,1
18,156,396,55,17,0.258596039,5,0
34,103,394,25,26,0.920183403,1,0
25,178,374,52,31,0.1043641,3,0
54,167,400,41,22,0.433719627,1,0
45,49,391,82,36,0.940964614,2,1
46,73,577,13,23,0.039297833,4,0
70,58,447,87,30,0.587111127,5,0
53,173,477,14,34,0.34030482,1,0
27,156,665,17,31,0.848229133,5,0
31,104,694,54,18,0.161046179,4,1
53,36,755,95,1,0.302419556,4,0
59,70,619,41,20,0.219771917,0,1
35,196,641,23,18,0.466927388,0,1
67,20,646,23,16,0.323228393,5,0
20,45,824,18,23,0.58069582,2,0
51,74,741,50,1,0.656045869,0,0
63,168,598,54,32,0.705027096,0,0
51,135,353,38,33,0.979800995,3,0
34,40,826,33,1,0.161808959,0,0
47,116,745,20,37,0.071198294,1,1
39,105,656,17,20,0.158677645,0,1
67,129,584,31,20,0.980021095,5,0
37,58,813,55,33,0.203784555,4,1
70,81,622,19,22,0.387741528,5,1
58,197,623,12,17,0.814578726,1,0
33,196,596,79,22,0.107546262,2,0
46,199,598,11,13,0.727129719,2,0
39,88,459,78,6,0.142527794,5,0
21,112,844,67,38,0.548486446,2,0
18,172,585,99,15,0.888756719,5,0
54,129,439,91,13,0.959654196,3,0
21,184,688,60,31,0.831220663,4,0
39,130,534,76,30,0.208342268,1,0
53,163,438,34,17,0.431782494,3,0
47,109,608,61,13,0.503218051,1,0
45,146,438,49,16,0.068410485,4,1
23,200,674,19,40,0.152574459,0,1
44,60,358,12,12,0.207682083,1,0
56,36,643,43,7,0.929665266,1,0
64,39,707,86,10,0.140993398,5,0
23,173,630,57,21,0.408421524,1,1
20,109,650,80,19,0.933165575,0,0
23,106,757,41,0,0.750650259,4,1
57,145,358,99,39,0.021901076,2,0
52,27,572,62,31,0.248242532,5,0
41,172,505,36,1,0.199252373,2,0
45,66,666,82,11,0.857647121,4,0
62,119,513,61,8,0.753957494,3,1
25,35,437,83,26,0.526765171,1,0
41,168,780,30,29,0.629335115,1,0
42,112,833,70,12,0.601466762,5,0
22,109,759,24,36,0.510427196,5,0
54,170,553,9,6,0.665391472,5,0
51,124,396,28,6,0.954020452,3,0
69,121,358,87,28,0.398600955,4,0
63,26,569,99,27,0.080336935,1,0
47,77,763,46,28,0.841690096,5,0
66,89,495,34,19,0.278153917,3,0
26,161,680,79,3,0.187835962,1,1
30,122,323,11,3,0.789707674,3,0
63,90,346,88,9,0.162145004,3,0
21,130,343,45,20,0.522688066,4,0
32,150,538,12,33,0.306408395,5,0
51,186,545,11,30,0.98908834,1,0
52,171,842,37,22,0.287244235,3,1
45,100,488,94,31,0.438468341,0,0
65,76,807,6,31,0.016077146,2,1
26,181,765,48,2,0.154539398,3,1
23,76,589,83,27,0.177712678,1,0
36,57,641,94,22,0.312188737,5,1
36,36,845,97,23,0.094832614,1,0
46,120,562,8,15,0.779591096,1,0
53,36,552,49,28,0.08080906,4,0
26,86,370,56,29,0.688088923,3,0
50,142,605,27,6,0.365272942,5,1
33,66,456,45,10,0.709173253,5,0
38,152,787,86,4,0.230797655,5,1
53,149,706,66,2,0.755660905,1,1
30,106,728,60,24,0.162319862,1,1
59,176,502,90,7,0.666234904,4,0
44,172,834,50,17,0.35727893,0,1
36,22,649,13,31,0.153956302,3,0
61,171,700,50,23,0.965977002,4,0
50,21,474,96,36,0.031627451,1,0
39,106,754,30,0,0.840059018,5,0
19,184,843,35,33,0.847258312,0,0
59,106,390,42,9,0.01307362,4,0
65,80,490,13,26,0.905460939,4,0
30,26,662,43,20,0.272003056,2,1
19,173,485,58,25,0.271689871,3,0
22,165,471,36,37,0.085028216,2,0
60,77,572,16,40,0.749983317,2,0
38,97,456,69,14,0.134018322,5,0
51,39,392,9,11,0.709806089,5,0
53,37,405,25,39,0.272353413,2,1
22,67,366,79,27,0.276570315,4,0
31,183,530,11,24,0.819262005,5,0
22,30,791,69,0,0.023705243,0,0
61,86,697,91,24,0.07202162,5,1
40,105,473,59,14,0.887060562,1,0
52,59,355,64,31,0.144302482,3,0
54,165,368,28,20,0.386509148,0,0
32,142,409,38,17,0.793064494,0,0
53,25,451,27,8,0.593431407,0,0
29,123,660,67,32,0.105449434,1,1
53,69,743,30,28,0.708150105,2,0
27,109,564,31,33,0.484425195,3,0
32,118,358,46,13,0.235862713,5,0
47,34,490,61,14,0.970919789,5,0
20,162,608,42,9,0.748193726,0,0
48,36,474,25,22,0.911021299,4,0
66,192,640,32,4,0.554678525,4,0
31,98,583,10,32,0.182346806,1,0
31,123,699,66,37,0.124611676,4,1
59,197,464,13,35,0.268032966,2,0
65,147,315,14,35,0.848898897,0,0
46,73,330,95,3,0.282099162,2,0
44,125,783,70,13,0.013562096,3,1
51,95,670,81,21,0.294512255,3,1
28,115,751,79,12,0.766830342,2,0
40,25,772,20,20,0.634518954,2,0
56,73,461,99,39,0.541896501,3,0
56,154,551,87,23,0.901265965,2,0
55,41,307,77,33,0.543305927,4,0
24,28,432,41,13,0.491335619,1,0
44,96,556,61,29,0.927129119,2,0
47,156,504,5,8,0.203156488,0,0
21,61,695,42,16,0.283591766,0,1
39,34,751,13,40,0.806147964,0,0
59,39,312,10,28,0.304084829,1,0
60,101,381,86,33,0.747566234,0,0
62,157,792,27,13,0.806546608,4,0
30,44,529,58,15,0.888209415,0,0
36,146,718,15,7,0.961791504,2,0
33,96,812,84,16,0.895912276,5,0
32,140,635,100,8,0.848719329,1,0
25,107,512,87,26,0.71338141,0,0
31,197,525,17,7,0.70868986,4,0
41,132,579,94,20,0.092258675,0,0
69,62,536,13,22,0.621144389,5,0
19,188,843,32,7,0.666922258,4,0
61,87,846,91,19,0.515013387,1,0
19,36,530,76,14,0.043725695,0,0
40,138,781,98,8,0.307754044,4,1
62,117,544,45,36,0.742162863,0,0
52,67,526,13,0,0.868655386,3,0
29,40,616,28,8,0.274036046,2,0
38,95,540,28,36,0.421456046,2,1
54,117,715,66,27,0.080919412,2,1
26,193,359,64,15,0.717546768,2,0
22,147,832,86,15,0.835224204,2,0
44,194,638,44,9,0.11559186,3,1
25,165,520,25,40,0.727818407,5,0
34,134,340,56,35,0.808740293,5,0
49,25,758,59,39,0.827130852,4,0
54,89,363,60,9,0.536141928,4,0
29,190,671,35,14,0.233493278,2,0
38,107,445,27,14,0.941541965,2,0
28,47,524,28,22,0.68567838,1,0
28,156,654,62,17,0.491677293,1,1
65,123,669,61,37,0.586777288,3,0
30,93,339,10,0,0.778897298,4,0
61,115,681,22,37,0.780071399,3,0
30,145,468,13,18,0.951181811,1,0
57,144,822,95,27,0.960414187,2,0
21,77,379,59,32,0.896879295,2,0
51,54,795,79,4,0.691703418,2,0
69,81,508,34,40,0.456385489,4,0
35,153,484,41,21,0.106104856,5,0
32,97,734,60,1,0.89780037,5,0
23,122,764,33,21,0.630810046,1,0
36,123,428,95,19,0.75174188,0,0
47,182,672,99,2,0.311332872,4,1
20,39,435,81,28,0.165905044,3,0
30,111,642,19,24,0.671849112,0,0
39,178,747,67,34,0.471127885,1,1
65,197,836,9,16,0.582617251,2,0
69,104,827,53,10,0.291178168,4,1
67,198,469,70,18,0.367913313,5,1
55,73,400,70,24,0.398563388,4,0
23,29,605,93,6,0.870478337,4,0
34,86,753,17,9,0.330127688,4,1
68,164,716,12,15,0.676767272,4,0
40,140,837,46,1,0.88132396,4,0
34,76,690,64,21,0.790123595,0,0
58,144,780,57,21,0.928139781,2,0
25,180,526,37,8,0.790167137,2,0
69,157,773,74,34,0.583496535,3,0
54,20,367,66,18,0.064191856,2,0
41,167,514,13,0,0.260506449,0,1
28,30,671,49,33,0.506938279,0,0
45,117,820,54,8,0.913998176,3,0
48,40,535,8,31,0.199044425,3,0
29,50,370,28,34,0.630624374,4,0
38,113,761,16,34,0.433054552,2,1
39,42,354,91,0,0.992908192,2,0
48,150,359,19,26,0.22570307,2,0
50,129,725,68,7,0.325225301,5,1
25,48,408,72,15,0.679317366,1,0
61,108,691,40,35,0.789341895,5,0
52,51,694,20,24,0.869456941,1,0
22,37,679,40,29,0.859762995,2,0
28,122,849,80,12,0.438274583,5,1
60,27,367,99,37,0.881517257,3,0
56,107,425,10,31,0.301019676,0,0
43,67,601,46,2,0.983462035,4,0
47,94,730,87,11,0.386939541,1,1
66,64,681,47,23,0.033380703,3,1
55,129,789,46,13,0.155513644,1,1
25,120,318,40,30,0.527377663,3,0
34,50,656,86,25,0.164615894,1,0
58,98,492,73,15,0.654848933,1,0
50,140,443,42,22,0.857967091,5,0
20,141,683,85,22,0.964662681,5,0
27,172,632,51,33,0.766709262,1,0
33,132,642,89,33,0.048752877,0,1
36,130,477,11,14,0.638010807,3,0
52,177,595,14,32,0.63393836,5,0
30,159,562,50,38,0.647377596,4,0
51,41,813,80,15,0.424611861,5,0
31,183,721,38,13,0.665697548,2,0
47,101,546,79,9,0.050951086,4,0
40,135,595,46,22,0.624196101,3,0
25,125,780,35,16,0.606297472,1,0
32,142,790,77,34,0.282093077,2,1
43,164,740,66,8,0.149301199,2,1
37,109,794,99,29,0.440653687,0,1
29,66,730,53,2,0.736145972,0,0
64,122,719,76,35,0.670305881,0,0
58,129,552,12,27,0.773834728,2,0
29,148,385,70,25,0.064573646,0,0
43,159,582,91,15,0.390800553,3,0
70,99,398,10,32,0.26518724,2,0
50,200,548,85,1,0.696435537,4,0
39,91,437,36,38,0.528292105,5,0
66,88,719,34,37,0.426111436,1,1
26,20,740,54,21,0.519107184,3,0
42,65,414,57,28,0.157358175,0,0
61,128,788,55,34,0.710435808,2,0
67,64,669,41,24,0.037280637,5,1
32,26,697,68,34,0.424785167,1,0
66,200,510,16,33,0.632278767,4,0
68,27,368,75,6,0.98945211,5,0
45,106,376,20,8,0.942877147,5,0
28,100,301,27,22,0.648563702,5,0
18,116,403,77,8,0.666513679,1,0
59,166,699,98,33,0.178653651,5,1
55,197,502,57,16,0.102115089,2,0
67,114,394,40,5,0.08633669,4,0
21,182,704,56,29,0.406280609,5,0
48,94,845,88,2,0.889277709,2,0
64,192,412,47,5,0.660744719,2,0
52,132,661,6,25,0.534706359,5,0
46,58,456,59,21,0.513674792,2,0
21,170,826,73,26,0.799714925,2,0
59,54,808,27,32,0.835394578,3,0
28,47,448,77,22,0.127421828,1,0
23,21,792,69,20,0.081892528,0,0
64,193,700,37,33,0.508504128,0,0
28,59,816,29,9,0.44633374,0,1
51,37,836,26,32,0.299665495,2,0
29,53,320,71,9,0.579537428,3,0
69,145,608,36,24,0.918991384,2,0
28,134,825,91,34,0.280696477,5,0
27,20,368,97,26,0.85818441,5,0
51,144,784,8,36,0.416261593,4,1
49,30,348,7,19,0.105771794,5,0
49,170,816,44,28,0.821254164,3,0
28,34,436,11,21,0.738809115,1,0
32,63,375,87,20,0.138405003,2,0
23,97,644,65,2,0.615931072,3,0
47,48,727,16,20,0.529403963,2,0
41,120,377,52,5,0.106652717,1,0
65,51,548,9,10,0.923406606,4,0
55,179,557,95,26,0.489916112,5,0
62,160,312,69,29,0.474150072,1,1
21,108,514,6,3,0.761469329,5,0
43,146,350,32,32,0.228926291,4,0
61,171,600,90,2,0.594268306,4,0
50,146,352,44,3,0.0498123,2,0
61,112,462,66,32,0.220099388,0,0
68,47,766,96,23,0.855729084,3,0
37,111,358,29,15,0.398440695,5,0
20,113,684,68,6,0.684341263,2,0
37,174,607,30,37,0.783607449,2,0
56,58,430,71,24,0.511726524,3,1
59,185,734,64,16,0.687804334,3,0
22,106,335,28,20,0.332209174,1,0
37,93,701,17,22,0.129808461,5,1
59,184,622,99,29,0.667656438,1,0
45,132,584,58,38,0.060430677,1,0
62,166,332,76,8,0.893370522,4,0
33,72,681,49,37,0.156525709,2,1
66,105,585,41,19,0.589882451,2,0
52,80,490,43,5,0.924243934,2,0
40,98,351,12,20,0.089242866,4,0
50,126,335,61,15,0.580429864,5,0
41,61,567,21,19,0.442269743,0,0
63,107,545,13,36,0.695408362,4,0
46,151,580,10,36,0.771558158,1,0
39,180,331,23,34,0.141505301,5,0
62,183,575,97,10,0.948243713,5,0
36,47,312,65,17,0.056547921,1,0
51,167,489,11,35,0.770090381,4,0
20,61,791,51,0,0.566086401,0,0
23,135,813,63,20,0.326431149,4,1
18,71,581,40,36,0.749148524,2,0
19,164,848,74,8,0.714790578,5,0
43,88,319,62,0,0.608538121,2,0
50,90,837,12,18,0.26989719,5,1
26,195,471,11,10,0.774859904,5,0
42,170,696,71,2,0.187500146,1,1
63,110,633,28,6,0.488994881,3,1
25,36,721,5,13,0.848576707,0,0
53,61,334,93,36,0.049692084,4,0
52,77,337,33,23,0.442077073,2,0
47,86,682,95,2,0.673094775,2,0
48,70,366,72,38,0.271934561,5,1
26,144,561,42,7,0.569442019,3,0
65,150,689,72,15,0.807961731,3,0
59,134,314,92,24,0.013815476,1,0
30,45,392,94,8,0.758959815,2,0
52,112,304,70,38,0.594070654,3,0
34,158,430,87,15,0.572099326,3,0
69,94,534,7,13,0.580984306,1,0
69,92,500,17,27,0.841999166,4,0
25,106,742,38,19,0.128591741,2,0
45,116,769,14,35,0.459199383,5,1
53,154,500,94,15,0.251652816,2,0
65,165,725,41,40,0.548088617,2,0
70,58,669,39,36,0.934568947,4,0
27,109,645,13,23,0.76777157,1,0
45,37,492,60,22,0.361076451,0,0
28,164,388,44,24,0.946805301,2,0
66,175,478,32,4,0.3153049,3,0
68,37,593,73,9,0.742132786,1,0
48,56,695,95,28,0.262535695,4,1
67,141,716,18,20,0.238527439,1,1
61,96,829,36,11,0.336829003,1,1
61,137,474,84,12,0.862182053,3,0
18,35,802,26,8,0.710670094,2,0
18,184,628,73,12,0.599636482,1,0
28,82,423,64,18,0.563713414,3,0
39,76,675,50,12,0.742703438,5,0
35,29,815,73,22,0.626974878,3,0
46,47,570,57,4,0.315325355,4,0
56,99,509,23,32,0.847559492,3,0
46,186,797,29,35,0.951781344,1,0
36,43,650,65,0,0.460127217,5,0
23,200,657,29,4,0.890392135,5,0
41,56,385,95,0,0.627871781,2,0
58,128,705,53,38,0.417783671,5,1
23,53,666,68,2,0.649036176,2,0
39,157,726,10,34,0.892455458,2,1
23,165,331,44,9,0.068606637,1,0
39,192,642,6,38,0.946321178,1,0
42,109,305,67,14,0.838575421,0,0
66,94,313,57,25,0.663577623,0,0
52,60,723,54,14,0.760761188,0,0
57,29,415,64,17,0.81319204,2,0
39,155,783,99,32,0.244779465,2,1
38,169,652,96,12,0.604600508,2,0
37,159,454,32,6,0.809164976,2,0
55,189,553,30,4,0.430150753,1,0
22,160,474,55,30,0.938386521,3,1
18,94,465,52,24,0.58923299,2,0
23,150,457,47,1,0.545591769,1,0
35,197,763,28,17,0.62404373,0,0
69,47,453,54,35,0.799762701,5,0
27,36,495,71,16,0.930299815,2,0
46,112,382,34,29,0.524004576,5,0
27,81,411,27,2,0.277387502,1,0
64,185,410,82,26,0.459857248,3,0
21,51,555,41,27,0.185614691,1,0
66,151,409,9,17,0.625159807,4,0
45,34,815,58,17,0.294467521,5,0
45,164,788,79,0,0.142442634,2,1
53,22,819,13,28,0.166713112,0,0
54,139,783,97,2,0.626056338,5,0
35,41,535,33,38,0.701178718,4,0
20,189,435,70,25,0.053329793,5,0
58,83,300,25,37,0.067308888,2,0
18,189,621,89,28,0.962905423,3,0
69,151,849,7,35,0.029552791,5,1
60,127,818,5,39,0.84786129,5,0
66,42,364,30,36,0.990674851,0,0
53,96,387,48,24,0.523754344,1,0
53,185,829,38,12,0.711984646,5,0
46,107,327,26,7,0.682245631,0,0
55,68,682,19,30,0.795935838,5,0
32,125,382,87,37,0.461492961,4,0
68,53,391,94,7,0.583092743,2,0
20,103,469,47,24,0.254577318,3,0
24,63,604,57,26,0.915763864,4,0
27,130,341,48,22,0.070098299,2,0
32,71,807,94,10,0.818907114,3,0
56,185,565,52,29,0.971716739,3,0
64,28,588,71,24,0.202905796,5,0
42,114,315,42,12,0.587989858,1,0
38,119,365,81,31,0.178647788,3,0
44,62,596,78,18,0.719322554,1,0
54,78,401,41,4,0.176952969,0,0
46,47,802,12,19,0.83266595,1,0
67,176,681,48,20,0.334795541,3,1
30,186,553,34,29,0.752635685,5,0
68,122,753,24,11,0.48782485,4,1
19,102,824,28,28,0.533956409,0,0
69,139,807,80,29,0.74039403,1,0
43,62,373,44,12,0.552751833,4,0
38,120,744,72,1,0.202082463,2,1
18,54,533,93,8,0.615014858,0,0
40,120,737,69,30,0.268271344,1,1
36,123,605,66,31,0.068620289,0,1
56,80,437,82,9,0.741264257,5,0
50,43,455,62,39,0.997616836,5,0
64,28,501,82,20,0.003281789,4,1
58,194,562,56,29,0.523067957,4,1
62,42,361,75,12,0.658648697,1,0
45,158,346,43,14,0.332107012,0,0
42,54,627,75,23,0.053453548,2,1
45,85,508,66,18,0.776277755,1,0
37,107,455,17,7,0.151690449,3,0
59,144,706,88,33,0.742070858,1,0
22,53,711,38,25,0.336225973,0,1
68,110,670,14,10,0.485969647,4,1
23,115,535,22,19,0.191445292,5,0
70,144,743,44,17,0.362393452,2,1
45,159,707,53,1,0.281603749,2,1
70,188,476,63,23,0.311950009,0,0
42,156,831,39,37,0.607000001,2,0
38,136,569,27,6,0.370362156,4,0
61,77,346,70,12,0.800677436,1,0
69,185,739,93,5,0.17405033,0,1
53,96,356,86,39,0.04656947,3,0
36,138,300,41,9,0.24725109,0,0
43,41,777,85,11,0.39351442,0,0
62,60,429,86,32,0.961910585,0,0
30,41,694,63,0,0.948896803,1,0
45,21,380,55,35,0.399514298,1,0
33,179,593,25,24,0.496816081,3,0
32,72,667,92,13,0.889928817,4,0
55,57,791,90,11,0.523565378,0,0
39,114,613,26,39,0.256948512,1,1
39,186,663,56,12,0.28710818,4,1
56,34,322,36,10,0.271749787,3,0
52,160,606,37,16,0.655091311,4,0
22,117,534,7,25,0.505520119,2,0
30,50,730,69,30,0.054268371,0,0
64,80,376,81,31,0.481505093,1,1
33,102,571,18,2,0.340550711,4,0
68,199,375,66,26,0.450189826,1,0
66,134,567,38,24,0.949327779,1,0
62,57,753,58,23,0.724158949,5,0
40,162,392,43,18,0.07394869,4,0
37,45,609,54,18,0.037961361,3,0
29,192,313,12,10,0.186232205,5,0
33,146,502,55,8,0.228811576,4,0
25,145,717,78,22,0.463714846,4,1
36,184,777,66,19,0.89249246,3,0
54,100,316,94,36,0.234639888,5,1
52,72,459,92,40,0.421465448,4,0
40,153,532,83,1,0.700612224,3,0
29,94,474,80,24,0.06859349,2,0
58,172,814,70,36,0.132888489,4,1
67,156,507,97,35,0.113097128,0,0
39,171,711,43,10,0.347676673,5,1
28,44,656,42,23,0.13562096,3,0
64,135,557,95,0,0.998020515,2,0
58,58,341,65,1,0.354662752,3,0
46,199,727,14,36,0.936569425,5,0
27,158,826,35,1,0.924874169,2,0
53,198,386,36,16,0.660556045,2,0
23,61,530,96,38,0.944709224,2,0
62,25,589,5,9,0.265496564,1,0
19,159,740,11,33,0.303761466,1,1
20,73,477,99,7,0.888829442,5,0
56,148,541,45,14,0.301620737,3,0
36,83,325,64,37,0.014488681,4,0
21,108,636,88,15,0.100429557,2,1
64,69,426,77,26,0.337734935,3,0
49,36,689,27,23,0.304789,2,0
49,97,601,22,39,0.38272216,1,1
23,146,466,54,20,0.861636623,5,0
38,145,838,59,30,0.574427597,4,0
57,183,624,29,28,0.078855562,4,1
57,53,346,5,28,0.220012599,2,0
28,64,355,43,4,0.284461159,1,0
36,182,472,53,21,0.409746887,5,0
36,148,547,11,10,0.784714431,5,0
40,85,557,26,12,0.743637666,2,0
40,63,316,48,0,0.759555604,0,0
24,112,516,19,9,0.936086736,0,0
31,116,681,7,13,0.11263272,2,1
47,126,812,8,35,0.46394719,5,1
45,185,628,93,20,0.681128951,4,0
19,181,354,93,29,0.10482585,4,0
21,101,394,65,7,0.229957384,3,0
46,106,643,6,38,0.786142982,5,0
22,161,658,71,9,0.888972884,2,0
39,159,572,56,14,0.414055591,0,0
62,165,761,7,36,0.014979747,3,1
49,22,821,5,32,0.572307871,0,0
23,127,635,72,25,0.222189176,0,1
38,39,804,69,36,0.76493924,1,0
48,51,632,10,0,0.223229392,5,1
58,128,546,56,1,0.427311042,2,0
55,91,800,36,5,0.813284213,4,0
66,178,354,81,15,0.646771289,1,0
69,57,482,34,33,0.865190813,5,0
47,197,543,24,6,0.116520747,1,0
70,69,640,56,12,0.649970622,0,0
34,184,454,56,14,0.325013822,3,0
68,138,331,64,31,0.492415614,5,0
28,33,476,71,39,0.381779439,3,0
41,108,815,68,5,0.260708639,3,1
52,158,445,19,19,0.440481689,5,1
66,154,606,19,37,0.331015349,4,1
25,107,758,36,4,0.855011009,5,0
41,185,461,35,24,0.515939006,4,1
21,128,821,72,4,0.363256937,4,1
34,73,737,54,16,0.9761814,2,0
25,98,431,56,5,0.128540678,0,0
29,97,608,91,34,0.823917028,0,0
64,128,577,96,26,0.042352651,1,0
50,73,567,47,27,0.977680088,5,0
59,155,607,67,3,0.601490136,1,0
38,119,479,42,21,0.454959664,2,0
66,125,529,58,17,0.907646266,3,0
63,174,446,53,14,0.328665131,2,0
54,132,513,18,36,0.323320104,2,0
27,67,491,40,5,0.064166218,3,0
70,163,461,18,23,0.772175684,0,0
67,149,840,41,29,0.484846187,4,1
42,78,332,59,21,0.761313775,5,0
46,200,501,63,27,0.025901307,5,0
67,162,568,13,1,0.573449986,3,0
42,91,772,23,11,0.161707346,3,1
40,134,777,53,24,0.277617282,5,1
59,70,320,11,26,0.667068218,0,0
57,162,503,86,29,0.34815744,0,0
53,176,529,85,2,0.818338336,4,0
61,176,505,98,20,0.988487145,1,0
50,118,849,29,13,0.815796076,1,0
41,111,815,40,27,0.532017819,3,0
20,138,477,73,19,0.537831711,0,0
51,44,741,81,1,0.203427502,1,0
33,156,404,69,1,0.884457476,1,0
26,140,849,91,38,0.66462729,5,0
36,91,323,73,38,0.845795933,0,0
68,77,533,50,8,0.435665021,4,0
49,87,688,50,36,0.322506189,1,1
25,145,423,23,3,0.729166703,5,0
35,31,433,57,14,0.864507761,2,0
51,164,772,19,15,0.794003739,5,0
21,116,394,76,14,0.39415618,2,0
57,81,445,88,27,0.640034624,4,0
67,59,782,56,27,0.238679107,1,1
18,168,742,31,31,0.243718646,2,1
20,44,485,14,16,0.897002794,4,0
60,154,386,25,5,0.575262989,3,0
31,23,727,17,38,0.02570486,5,0
61,49,315,97,17,0.606463685,4,0
57,52,446,83,22,0.309366867,1,0
26,29,665,75,30,0.690029113,1,1
37,103,587,91,7,0.4407494,5,0
43,174,734,45,38,0.969661759,0,0
26,69,665,40,22,0.109664221,1,1
44,82,598,52,7,0.093827307,5,0
38,91,500,23,5,0.068497075,2,0
34,49,564,66,36,0.766231662,3,0
25,22,754,52,27,0.361628459,0,0
59,87,843,10,7,0.762576198,5,0
30,58,398,75,27,0.737899872,2,0
44,166,575,36,3,0.066486803,5,0
46,34,345,89,12,0.048744855,4,0
25,58,497,18,3,0.914915041,2,0
21,185,736,12,23,0.951808388,0,0
25,69,555,27,17,0.740955915,3,0
70,125,465,86,38,0.188139121,5,0
62,160,783,77,21,0.928772426,0,0
38,175,337,95,10,0.118767413,5,0
36,142,793,12,31,0.800256679,0,0
20,92,688,22,15,0.309601648,4,1
37,100,320,86,29,0.476664,2,0
25,107,594,71,33,0.738204304,2,0
19,146,396,59,5,0.64131888,1,0
41,195,477,31,22,0.880056673,4,0
38,133,465,17,31,0.93508768,4,0
64,166,586,17,25,0.212197256,0,0
68,190,353,67,9,0.363251447,5,0
25,90,412,80,11,0.743903763,4,0
43,52,789,7,23,0.948559,4,0
43,64,542,18,28,0.618315302,0,0
56,155,427,58,8,0.49955901,1,0
18,141,799,72,6,0.496166405,1,1
18,112,323,80,22,0.030980953,2,0
24,43,383,61,7,0.418550975,1,0
23,157,410,85,22,0.755388077,5,0
61,175,688,11,28,0.486062124,4,1
70,98,846,5,31,0.815205281,5,0
47,189,636,94,0,0.273735859,1,1
48,155,351,40,32,0.81365582,2,0
63,48,503,34,12,0.824162539,2,0
64,174,585,35,37,0.586048808,1,0
31,143,374,34,27,0.008679242,1,0
44,127,611,61,21,0.66519837,0,0
55,73,798,73,7,0.310293419,2,1
59,183,499,53,6,0.006393752,1,0
51,151,368,80,4,0.173755696,4,0
68,107,662,46,1,0.661604882,5,0
42,91,754,5,33,0.604326612,5,0
62,32,313,48,32,0.610153084,5,0
24,170,686,41,18,0.466645801,1,1
64,198,500,93,31,0.180825331,3,0
25,189,311,90,10,0.997867025,2,0
66,200,764,11,12,0.61464568,3,0
58,109,676,87,16,0.241637948,3,1
32,133,421,23,31,0.861554905,2,0
37,44,392,54,25,0.592024817,4,0
33,193,432,75,9,0.409521147,2,0
26,106,675,11,21,0.050468471,4,1
43,46,332,8,38,0.861814905,4,0
66,172,409,31,1,0.852778677,4,0
27,42,733,11,39,0.392589401,4,0
39,106,424,75,8,0.631059332,5,1
57,155,721,8,39,0.86472557,1,0
63,40,828,43,16,0.152428991,0,0
25,93,701,89,32,0.21010545,2,1
24,90,624,31,2,0.674594236,0,0
69,95,735,72,39,0.617706221,0,0
25,174,449,42,3,0.402122592,4,0
36,153,469,81,1,0.577791455,0,0
33,146,564,67,30,0.8335121,2,0
38,158,381,57,28,0.634046767,5,0
26,174,477,56,34,0.710286339,4,0
43,54,390,67,9,0.541552547,2,0
51,169,690,36,27,0.695958189,1,0
22,137,319,45,3,0.352953332,4,1
39,32,764,23,35,0.097548294,2,0
29,186,585,38,31,0.747691009,2,0
66,183,376,7,39,0.163130915,3,0
38,85,441,26,32,0.126006387,2,0
56,42,768,56,11,0.762653089,5,1
67,23,837,68,12,0.012904197,5,0
49,126,424,16,33,0.363827294,1,0
56,63,554,81,35,0.323251476,1,0
57,72,647,80,3,0.485102984,1,1
46,88,810,45,14,0.247945144,1,1
62,181,597,55,34,0.603499295,5,0
45,59,655,89,3,0.788749479,2,0
50,179,406,86,21,0.981687434,2,0
27,50,795,7,5,0.000964962,2,0
34,139,576,38,26,0.964894123,0,0
18,78,322,88,40,0.33294036,3,0
58,166,377,13,35,0.597199353,2,0
20,108,749,46,3,0.196566377,3,1
26,130,455,71,4,0.38525828,3,0
